preço (R$),endereço,área (m2),quartos,vagas,bairro
1295000.0,rua paula ney,94.0,3,2,aclimacao
1410000.0,rua castro alves,195.0,4,3,aclimacao
899000.0,rua urano,118.0,3,2,aclimacao
540000.0,rua alvaro guimaraes,29.0,0,1,aclimacao
1175000.0,rua bartolomeu de gusmao,135.0,4,2,aclimacao
633000.0,rua rodrigo claudio,65.0,3,2,aclimacao
1570000.0,rua rodrigo claudio,184.0,3,2,aclimacao
2150000.0,rua machado de assis,168.0,3,3,aclimacao
460000.0,rua machado de assis,84.0,2,0,aclimacao
577382.25,rua paula ney,78.0,2,1,aclimacao
1199000.0,rua dona brigida,87.0,1,2,aclimacao
995000.0,rua gaspar lourenco,86.0,2,1,aclimacao
650000.0,rua gregorio serrao,56.0,2,1,aclimacao
620000.0,rua paula ney,74.0,2,2,aclimacao
330000.0,rua carlos petit,35.0,1,1,aclimacao
455000.0,rua paula ney,86.0,2,0,aclimacao
1520000.0,rua rodrigo claudio,183.0,3,3,aclimacao
1255000.0,rua almeida torres,76.0,2,1,aclimacao
1125000.0,rua carlos petit,74.0,2,2,aclimacao
1125000.0,rua nilo,74.0,1,2,aclimacao
495000.0,rua baltazar lisboa,34.0,1,1,aclimacao
745000.0,rua dona avelina,77.0,3,1,aclimacao
424000.0,rua gaspar lourenco,32.0,1,0,aclimacao
690000.0,rua albina barbosa,65.0,2,2,aclimacao
,rua almeida torres,134.0,2,2,aclimacao
1400000.0,rua doutor nicolau de sousa queiros,137.0,3,2,aclimacao
1200000.0,rua doutor nicolau de sousa queiros,135.0,3,1,aclimacao
960000.0,rua paula ney,67.0,2,2,aclimacao
830000.0,rua topazio,55.0,1,1,aclimacao
1015866.39,rua doutor nicolau de sousa queiros,137.0,3,1,aclimacao
750000.0,rua bueno de andrade,79.0,3,2,aclimacao
359000.0,rua tenente azevedo,50.0,1,0,aclimacao
950000.0,rua dona brigida,70.0,2,2,aclimacao
1050000.0,rua paula ney,70.0,2,2,aclimacao
730000.0,rua castro alves,65.0,2,2,aclimacao
650000.0,rua topazio,33.0,1,1,aclimacao
850000.0,rua espirito santo,103.0,2,2,aclimacao
2070000.0,rua joaquim tavora,140.0,3,2,aclimacao
457000.0,rua doutor nicolau de sousa queiros,82.0,2,0,aclimacao
460000.0,rua vergueiro,24.0,1,0,aclimacao
1650000.0,rua safira,167.0,3,3,aclimacao
1900000.0,rua castro alves,250.0,4,3,aclimacao
384000.0,rua gaspar lourenco,32.0,1,0,aclimacao
2395000.0,rua dona carolina,150.0,3,3,aclimacao
,rua nilo,,4,6,aclimacao
960000.0,rua almeida torres,76.0,2,1,aclimacao
1020000.0,rua paula ney,69.0,2,1,aclimacao
,rua castro alves,,4,4,aclimacao
2250000.0,rua castro alves,250.0,4,2,aclimacao
1244170.56,avenida armando ferrentini,115.0,3,2,aclimacao
360000.0,rua paula ney,25.0,1,0,aclimacao
575000.0,rua vergueiro,24.0,1,0,aclimacao
1000000.0,rua paula ney,84.0,2,1,aclimacao
1700000.0,avenida engenheiro luiz gomes cardim sangirardi,200.0,4,4,aclimacao
1060000.0,rua carlos petit,73.0,1,2,aclimacao
674172.12,rua bueno de andrade,65.0,3,2,aclimacao
650000.0,rua da uniao,100.0,2,1,aclimacao
2430000.0,rua rodrigo claudio,110.0,4,4,aclimacao
545000.0,rua jose do patrocinio,84.0,2,1,aclimacao
320000.0,rua tenente azevedo,50.0,2,1,aclimacao
1758251.48,rua jupiter,220.0,4,3,aclimacao
2380000.0,avenida engenheiro luiz gomes cardim sangirardi,198.0,4,3,aclimacao
310000.0,rua vergueiro,14.0,1,0,aclimacao
1300000.0,rua doutor nicolau de sousa queiros,137.0,3,1,aclimacao
820000.0,rua paula ney,81.0,3,2,aclimacao
729000.0,rua gaspar lourenco,47.0,2,1,aclimacao
780000.0,rua espirito santo,76.0,2,2,aclimacao
,rua loureiro da cruz,226.0,4,3,aclimacao
630000.0,rua tenente azevedo,120.0,3,1,aclimacao
,rua nilo,,4,6,aclimacao
580000.0,avenida lacerda franco,87.0,2,1,aclimacao
525000.0,rua mazzini,88.0,2,1,aclimacao
342000.0,rua bueno de andrade,45.0,2,1,aclimacao
,rua castro alves,,4,4,aclimacao
300000.0,rua topazio,44.0,1,0,aclimacao
,avenida armando ferrentini,,4,6,aclimacao
650000.0,rua gaspar lourenco,43.0,2,1,aclimacao
,rua correia dias,181.0,3,3,aclimacao
2450000.0,rua dona carolina,150.0,3,1,aclimacao
740000.0,rua bueno de andrade,80.0,3,2,aclimacao
1095500.49,rua baturite,120.0,3,3,aclimacao
690000.0,rua gaspar lourenco,49.0,2,1,aclimacao
1900000.0,rua castro alves,145.0,4,3,aclimacao
,rua jupiter,,4,3,aclimacao
1300000.0,rua loureiro da cruz,136.0,3,2,aclimacao
876646.67,rua augusto de toledo,110.0,3,2,aclimacao
969000.0,rua paula ney,60.0,2,1,aclimacao
920000.0,rua urano,118.0,3,2,aclimacao
1900000.0,rua rodrigo claudio,,6,3,aclimacao
2380000.0,rua carlos petit,178.0,3,3,aclimacao
1100000.0,rua rodrigo claudio,150.0,3,2,aclimacao
1199000.0,rua paula ney,72.0,3,2,aclimacao
730000.0,rua doutor neto de araujo,57.0,1,1,aclimacao
899431.06,rua augusto de toledo,119.0,3,2,aclimacao
1201390.05,rua bartolomeu de gusmao,135.0,4,2,aclimacao
1500000.0,rua jupiter,182.0,4,3,aclimacao
1100000.0,avenida engenheiro luiz gomes cardim sangirardi,146.0,3,2,aclimacao
,rua guimaraes passos,,4,4,aclimacao
1500000.0,rua jupiter,190.0,3,2,aclimacao
1750000.0,rua castro alves,196.0,3,3,aclimacao
1100000.0,rua pires da mota,97.0,4,1,aclimacao
900000.0,rua topazio,49.0,2,1,aclimacao
330000.0,rua muniz de sousa,43.0,1,0,aclimacao
766000.0,rua bartolomeu de gusmao,70.0,2,1,aclimacao
1250000.0,rua bartolomeu de gusmao,135.0,4,2,aclimacao
1520000.0,rua rodrigo claudio,161.0,3,3,aclimacao
1280000.0,rua castro alves,195.0,4,3,aclimacao
1290000.0,avenida engenheiro luiz gomes cardim sangirardi,170.0,4,3,aclimacao
570000.0,rua doutor nicolau de sousa queiros,54.0,2,1,aclimacao
1700000.0,rua paulo orozimbo,234.0,3,3,aclimacao
670000.0,rua espirito santo,104.0,2,1,aclimacao
1750000.0,rua paulo orozimbo,210.0,3,3,aclimacao
1000000.0,rua paula ney,81.0,3,2,aclimacao
1242000.0,rua paulo orozimbo,78.0,2,2,aclimacao
2368457.0,rua doutor neto de araujo,212.0,4,2,aclimacao
750000.0,rua dona avelina,70.0,1,1,aclimacao
526544.8,rua loureiro da cruz,50.0,2,1,aclimacao
752879.94,rua doutor nicolau de sousa queiros,124.0,4,1,aclimacao
1250000.0,rua rodrigo claudio,189.0,4,3,aclimacao
950000.0,rua topazio,117.0,3,1,aclimacao
800000.0,rua espirito santo,76.0,3,2,aclimacao
700000.0,rua muniz de sousa,93.0,3,2,aclimacao
,rua jupiter,225.0,4,3,aclimacao
730000.0,rua tamandare,103.0,3,3,aclimacao
855000.0,avenida lacerda franco,87.0,2,1,aclimacao
850000.0,rua cardoso de siqueira,98.0,3,2,aclimacao
1850000.0,rua loureiro da cruz,230.0,4,3,aclimacao
900000.0,rua da uniao,108.0,2,1,aclimacao
852000.0,rua jose do patrocinio,106.0,3,2,aclimacao
950000.0,rua correia dias,130.0,3,1,aclimacao
790000.0,rua topazio,107.0,3,2,aclimacao
998000.0,rua topazio,102.0,3,1,aclimacao
1900000.0,rua safira,214.0,4,3,aclimacao
1600000.0,rua rodrigo claudio,183.0,3,3,aclimacao
720000.0,rua doutor nicolau de sousa queiros,114.0,2,1,aclimacao
495000.0,rua pires da mota,50.0,2,1,aclimacao
1600000.0,avenida engenheiro luiz gomes cardim sangirardi,180.0,4,3,aclimacao
800000.0,rua espirito santo,79.0,2,1,aclimacao
860589.96,rua jose getulio,150.0,3,1,aclimacao
599629.1,rua pires da mota,70.0,3,1,aclimacao
720000.0,rua topazio,100.0,3,2,aclimacao
1063830.0,rua topazio,130.0,3,1,aclimacao
796920.56,rua paula ney,92.0,3,0,aclimacao
504391.93,rua doutor nicolau de sousa queiros,75.0,2,0,aclimacao
650000.0,rua nilo,130.0,3,0,aclimacao
950000.0,rua topazio,111.0,2,0,aclimacao
480000.0,avenida armando ferrentini,60.0,1,1,aclimacao
626000.0,rua paulo orozimbo,123.0,3,1,aclimacao
660000.0,avenida da aclimacao,111.0,2,0,aclimacao
670000.0,rua nilo,78.0,2,1,aclimacao
1108184.54,rua topazio,150.0,3,0,aclimacao
630000.0,rua doutor nicolau de sousa queiros,65.0,2,1,aclimacao
780000.0,rua batista do carmo,90.0,3,1,aclimacao
486868.86,rua castro alves,45.0,1,0,aclimacao
475000.0,rua muniz de sousa,75.0,2,0,aclimacao
653251.02,rua batista do carmo,99.0,2,0,aclimacao
510000.0,rua pires da mota,77.0,3,0,aclimacao
720000.0,rua conselheiro furtado,120.0,2,1,aclimacao
1150000.0,rua jose getulio,167.0,3,1,aclimacao
692000.0,rua apeninos,72.0,1,1,aclimacao
700000.0,rua espirito santo,142.0,3,1,aclimacao
795000.0,rua castro alves,72.0,2,2,aclimacao
1140000.0,rua aruja,79.0,2,0,aclimacao
426000.0,rua conselheiro furtado,54.0,2,1,aclimacao
490000.0,rua pais de andrade,95.0,2,0,aclimacao
565000.0,rua vergueiro,73.0,2,1,aclimacao
485000.0,avenida armando ferrentini,40.0,1,1,aclimacao
530000.0,rua artur saboia,56.0,2,1,aclimacao
460000.0,rua doutor nicolau de sousa queiros,57.0,1,0,aclimacao
830000.0,rua rodrigo claudio,88.0,3,2,aclimacao
700000.0,rua do paraiso,76.0,2,1,aclimacao
598000.0,rua castro alves,58.0,2,1,aclimacao
1850000.0,rua bartolomeu de gusmao,151.0,3,3,aclimacao
998000.0,rua paula ney,70.0,2,1,aclimacao
896000.0,rua doutor neto de araujo,128.0,2,0,aclimacao
380000.0,rua apeninos,35.0,1,0,aclimacao
2100000.0,rua doutor joao maia,,4,4,aclimacao
300000.0,rua bueno de andrade,39.0,1,1,aclimacao
570000.0,avenida lacerda franco,68.0,2,1,aclimacao
449900.0,rua topazio,58.0,1,0,aclimacao
630000.0,rua doutor neto de araujo,63.0,2,1,aclimacao
500000.0,rua castro alves,68.0,3,0,aclimacao
1800000.0,rua safira,184.0,4,3,aclimacao
470000.0,rua doutor nicolau de sousa queiros,40.0,1,1,aclimacao
699000.0,rua dona avelina,82.0,1,1,aclimacao
333905.9,rua muniz de sousa,52.0,1,0,aclimacao
495000.0,rua tamandare,79.0,2,1,aclimacao
480000.0,rua gregorio serrao,75.0,2,0,aclimacao
335000.0,rua jose getulio,40.0,1,0,aclimacao
510000.0,avenida da aclimacao,55.0,1,1,aclimacao
420000.0,rua antonio tavares,86.0,2,0,aclimacao
1800000.0,rua castro alves,185.0,3,3,aclimacao
478947.0,rua muniz de sousa,77.0,3,0,aclimacao
460000.0,rua paulo orozimbo,66.0,1,0,aclimacao
550000.0,rua alabastro,64.0,1,1,aclimacao
399000.0,rua paulo orozimbo,85.0,3,1,aclimacao
430000.0,rua senador felicio dos santos,78.0,2,1,aclimacao
355000.0,rua pires da mota,58.0,1,0,aclimacao
658000.0,rua paulo orozimbo,88.0,2,1,aclimacao
650000.0,rua apeninos,70.0,1,1,aclimacao
900000.0,rua espirito santo,110.0,3,1,aclimacao
1070000.0,rua do paraiso,100.0,3,2,aclimacao
270000.0,rua miguel teles junior,42.0,1,0,aclimacao
,rua guimaraes passos,,5,5,aclimacao
,rua guimaraes passos,,5,5,aclimacao
283000.26,rua almeida torres,34.0,1,0,aclimacao
586000.0,rua carlos petit,55.0,2,1,aclimacao
1900000.0,rua paulo orozimbo,248.0,3,4,aclimacao
280000.0,rua castro alves,36.0,1,0,aclimacao
855000.0,rua castro alves,110.0,3,1,aclimacao
2380000.0,avenida engenheiro luiz gomes cardim sangirardi,204.0,4,5,aclimacao
1180000.0,rua rodrigo claudio,140.0,4,2,aclimacao
1070000.0,rua jose getulio,134.0,3,2,aclimacao
710000.0,rua castro alves,60.0,2,2,aclimacao
890000.0,rua machado de assis,58.0,2,1,aclimacao
790000.0,rua topazio,153.0,3,2,aclimacao
425000.0,rua almeida torres,70.0,2,0,aclimacao
900000.0,avenida lacerda franco,145.0,3,1,aclimacao
1000000.0,rua topazio,153.0,3,1,aclimacao
414000.0,rua vergueiro,34.0,1,1,aclimacao
1150000.0,rua safira,117.0,3,3,aclimacao
546035.56,rua bartolomeu de gusmao,71.0,2,1,aclimacao
600000.0,avenida lacerda franco,118.0,3,1,aclimacao
520000.0,rua doutor nicolau de sousa queiros,75.0,2,0,aclimacao
586000.0,rua muniz de sousa,90.0,3,1,aclimacao
1300000.0,rua topazio,180.0,3,1,aclimacao
850000.0,rua paulo orozimbo,100.0,3,2,aclimacao
600000.0,rua castro alves,60.0,2,1,aclimacao
730000.0,rua tamandare,83.0,3,1,aclimacao
600000.0,avenida da aclimacao,57.0,1,1,aclimacao
1300000.0,avenida engenheiro luiz gomes cardim sangirardi,170.0,4,3,aclimacao
1250000.0,rua castro alves,134.0,3,2,aclimacao
430000.0,avenida lacerda franco,90.0,2,0,aclimacao
650000.0,rua pires da mota,86.0,2,1,aclimacao
586000.0,avenida lacerda franco,100.0,3,1,aclimacao
900000.0,avenida armando ferrentini,96.0,3,1,aclimacao
540000.0,rua alvaro neto,70.0,2,1,aclimacao
540000.0,rua alvaro neto,68.0,2,1,aclimacao
550000.0,rua bueno de andrade,68.0,3,1,aclimacao
750000.0,rua doutor neto de araujo,50.0,1,1,aclimacao
819432.49,rua rodrigo claudio,95.0,3,2,aclimacao
500571.22,rua do paraiso,52.0,2,1,aclimacao
500000.0,rua do paraiso,52.0,2,1,aclimacao
770000.0,rua do paraiso,67.0,2,1,aclimacao
320000.0,avenida lins de vasconcelos,52.0,1,1,aclimacao
300000.0,rua muniz de sousa,48.0,1,1,aclimacao
298000.0,rua pires da mota,35.0,1,0,aclimacao
290000.0,rua almeida torres,47.0,1,0,aclimacao
2000000.0,rua castro alves,250.0,4,3,aclimacao
610000.0,rua doutor neto de araujo,57.0,2,1,aclimacao
460000.0,rua vergueiro,54.0,2,0,aclimacao
497000.0,rua tamandare,112.0,2,0,aclimacao
490000.0,rua doutor nicolau de sousa queiros,82.0,2,0,aclimacao
410000.0,rua almeida torres,76.0,2,0,aclimacao
1359276.71,rua paula ney,213.0,5,0,aclimacao
470000.0,avenida lacerda franco,80.0,3,0,aclimacao
285000.0,rua muniz de sousa,39.0,1,0,aclimacao
450000.0,rua paulo orozimbo,46.0,1,1,aclimacao
1480000.0,rua nilo,93.0,2,2,aclimacao
265000.0,rua almeida torres,39.0,1,0,aclimacao
250000.0,rua jose getulio,35.0,1,0,aclimacao
428754.27,avenida lacerda franco,83.0,2,0,aclimacao
660000.0,rua paula ney,100.0,3,1,aclimacao
450000.0,rua vergueiro,69.0,2,0,aclimacao
,rua castro alves,,4,4,aclimacao
400000.0,avenida lacerda franco,55.0,2,0,aclimacao
2250000.0,avenida engenheiro luiz gomes cardim sangirardi,245.0,3,4,aclimacao
640000.0,rua jose getulio,71.0,2,1,aclimacao
775000.0,rua doutor neto de araujo,91.0,2,1,aclimacao
595000.0,rua doutor nicolau de sousa queiros,60.0,2,0,aclimacao
790000.0,rua loureiro da cruz,93.0,3,1,aclimacao
675000.0,rua correia dias,65.0,2,2,aclimacao
890000.0,rua paulo orozimbo,79.0,3,2,aclimacao
365000.0,rua bueno de andrade,48.0,2,1,aclimacao
1350000.0,rua gaspar lourenco,76.0,2,2,aclimacao
1900000.0,rua paulo orozimbo,,3,2,aclimacao
1800000.0,rua urano,,3,4,aclimacao
241970.0,rua bueno de andrade,32.0,1,0,aclimacao
910000.0,rua topazio,160.0,3,1,aclimacao
560000.0,rua dom duarte leopoldo,75.0,3,0,aclimacao
1089000.0,avenida lacerda franco,80.0,3,2,aclimacao
340056.98,rua almeida torres,49.0,1,0,aclimacao
400000.0,rua doutor nicolau de sousa queiros,60.0,2,1,aclimacao
1248000.0,avenida armando ferrentini,139.0,3,1,aclimacao
825000.0,rua batista caetano,103.0,3,2,aclimacao
450000.0,avenida lacerda franco,87.0,2,1,aclimacao
442000.0,rua miguel teles junior,80.0,2,0,aclimacao
361079.0,rua bueno de andrade,48.0,2,1,aclimacao
350000.0,rua miguel teles junior,60.0,2,0,aclimacao
850000.0,rua doutor nicolau de sousa queiros,110.0,3,1,aclimacao
,rua dona carolina,149.0,3,2,aclimacao
1000000.0,rua paulo orozimbo,190.0,4,2,aclimacao
,rua doutor neto de araujo,146.0,4,2,aclimacao
700000.0,rua nilo,83.0,2,1,aclimacao
450000.0,rua vergueiro,47.0,1,1,aclimacao
525000.0,rua castro alves,60.0,1,1,aclimacao
995000.0,rua paulo orozimbo,78.0,2,2,aclimacao
955000.0,rua mazzini,166.0,3,3,aclimacao
400000.0,rua miguel teles junior,80.0,2,0,aclimacao
500000.0,rua saturno,120.0,3,0,aclimacao
500000.0,rua miguel teles junior,86.0,3,0,aclimacao
410000.0,avenida turmalina,50.0,1,0,aclimacao
1060000.0,rua antonio tavares,106.0,3,2,aclimacao
750000.0,rua topazio,49.0,2,1,aclimacao
640000.0,rua paulo orozimbo,143.0,3,1,aclimacao
460000.0,rua general julio marcondes salgado,84.0,1,0,bom retiro
650000.0,rua amazonas,,3,1,bom retiro
995000.0,rua da meacao,125.0,3,3,agua rasa
550000.0,rua joao teixeira da silva,76.0,3,2,agua rasa
290000.0,rua rui martins,70.0,2,0,agua rasa
334000.0,avenida vila ema,61.0,2,1,agua rasa
623000.0,avenida sapopemba,97.0,3,2,agua rasa
955000.0,praca xavier da silveira,104.0,2,2,agua rasa
555378.29,rua teresina,62.0,2,1,agua rasa
500000.0,rua caioaba,69.0,2,1,agua rasa
960000.0,rua baguassu,104.0,2,2,agua rasa
992702.58,rua ibitinga,97.0,3,2,agua rasa
580000.0,rua joao teixeira da silva,76.0,3,2,agua rasa
690000.0,rua caioaba,90.0,3,2,agua rasa
1150000.0,avenida montemagno,125.0,3,2,agua rasa
960000.0,rua florianopolis,108.0,3,2,agua rasa
960000.0,rua florianopolis,115.0,3,2,agua rasa
550000.0,rua amapa,85.0,3,2,agua rasa
550000.0,rua do oratorio,78.0,3,1,agua rasa
879000.0,rua marechal barbacena,105.0,3,2,agua rasa
550000.0,rua ibitinga,64.0,2,2,agua rasa
650000.0,rua miragem,80.0,3,2,agua rasa
860000.0,avenida montemagno,98.0,3,2,agua rasa
500000.0,rua amapa,51.0,2,1,agua rasa
822413.88,rua pantojo,92.0,3,2,agua rasa
1200000.0,rua baguassu,103.0,2,2,agua rasa
890000.0,rua pantojo,92.0,2,2,agua rasa
1150000.0,rua caetanos,94.0,3,2,agua rasa
710000.0,rua do acre,105.0,2,2,agua rasa
765000.0,rua ibo,106.0,3,2,agua rasa
1180000.0,rua jaboticabal,150.0,3,3,agua rasa
480000.0,avenida vila ema,64.0,3,1,agua rasa
850000.0,rua da mooca,96.0,3,2,agua rasa
626877.87,rua corumbaiba,68.0,3,2,agua rasa
740000.0,rua da mooca,94.0,3,2,agua rasa
385000.0,rua jaboticabal,50.0,2,1,agua rasa
1180000.0,rua rui martins,110.0,3,2,agua rasa
625000.0,rua pantojo,84.0,3,2,agua rasa
667892.96,rua analia franco,70.0,3,2,agua rasa
580000.0,rua da mooca,62.0,2,2,agua rasa
,rua analia franco,,3,2,agua rasa
1084088.31,rua da mooca,142.0,3,2,agua rasa
695000.0,avenida vila ema,72.0,2,1,agua rasa
600000.0,rua agua rasa,82.0,3,2,agua rasa
618000.0,rua pantojo,89.0,3,2,agua rasa
928669.29,rua marechal barbacena,114.0,4,3,agua rasa
319000.0,avenida vila ema,48.0,2,1,agua rasa
700000.0,rua campo largo,85.0,3,2,agua rasa
795000.0,rua amapa,113.0,3,2,agua rasa
1150000.0,rua ibitinga,120.0,3,2,agua rasa
750000.0,rua pantojo,96.0,3,2,agua rasa
640000.0,rua joao teixeira da silva,80.0,3,2,agua rasa
,praca ituzaingo,,4,4,agua rasa
822552.58,rua pantojo,98.0,3,2,agua rasa
980000.0,rua freire de andrade,121.0,3,2,agua rasa
670000.0,rua pantojo,88.0,3,2,agua rasa
705456.42,rua freire de andrade,86.0,3,2,agua rasa
630000.0,rua gregorio matos,86.0,2,2,agua rasa
826000.0,avenida montemagno,98.0,3,2,agua rasa
710000.0,rua pantojo,90.0,3,2,agua rasa
512000.0,rua campo largo,73.0,3,2,agua rasa
700000.0,rua pantojo,82.0,2,2,agua rasa
650000.0,rua demetrio ribeiro,82.0,3,2,agua rasa
550000.0,rua gregorio matos,74.0,3,2,agua rasa
1200000.0,rua miragem,134.0,4,2,agua rasa
450000.0,rua lefosse,64.0,2,2,agua rasa
427628.89,avenida vereador abel ferreira,51.0,2,1,agua rasa
960000.0,rua doutor goulart penteado,135.0,3,3,agua rasa
580000.0,rua jaboticabal,85.0,3,2,agua rasa
350000.0,rua do acre,50.0,2,1,agua rasa
466000.0,rua butia,66.0,2,1,agua rasa
750000.0,rua do acre,120.0,3,2,agua rasa
420000.0,rua domingos afonso,63.0,3,1,agua rasa
630000.0,rua val de palmas,104.0,4,2,agua rasa
580000.0,rua analia franco,70.0,1,2,agua rasa
900000.0,rua campo largo,107.0,3,2,agua rasa
365000.0,rua piracununga,46.0,2,2,agua rasa
500000.0,rua campo largo,84.0,2,1,agua rasa
700000.0,rua pantojo,89.0,3,2,agua rasa
479000.0,rua caioaba,62.0,2,2,agua rasa
1016990.64,rua serra da piedade,159.0,4,3,agua rasa
710000.0,rua voltolino,114.0,3,2,agua rasa
700000.0,rua joao teixeira da silva,78.0,2,2,agua rasa
410000.0,rua jaboticabal,55.0,2,1,agua rasa
780000.0,rua pantojo,98.0,3,2,agua rasa
850000.0,rua da mooca,97.0,3,2,agua rasa
650000.0,avenida sapopemba,97.0,3,2,agua rasa
660000.0,rua butia,79.0,3,2,agua rasa
580000.0,rua teofilo dias,61.0,1,1,agua rasa
1250000.0,rua marechal barbacena,147.0,3,1,agua rasa
850000.0,rua doutor goulart penteado,130.0,3,3,agua rasa
900000.0,rua barra negra,,4,0,agua rasa
780000.0,rua campo largo,78.0,2,2,agua rasa
800000.0,rua joao borba,125.0,3,3,agua rasa
450000.0,avenida vereador abel ferreira,50.0,2,1,agua rasa
750000.0,rua pantojo,99.0,3,2,agua rasa
564983.0,rua lefosse,64.0,2,2,agua rasa
452258.04,rua piracununga,60.0,2,2,agua rasa
742000.0,rua da mooca,79.0,3,2,agua rasa
680000.0,rua gregorio matos,74.0,3,2,agua rasa
410000.0,rua piracununga,52.0,2,2,agua rasa
380000.0,rua antero de quental,59.0,2,1,agua rasa
850000.0,rua da mooca,98.0,3,2,agua rasa
460000.0,rua lavinia ribeiro,100.0,3,1,agua rasa
450000.0,rua do acre,60.0,2,2,agua rasa
900000.0,rua pantojo,81.0,2,2,agua rasa
657000.0,rua florianopolis,130.0,3,1,agua rasa
620000.0,rua corumbaiba,61.0,2,1,agua rasa
303000.0,rua lefosse,51.0,2,1,agua rasa
490000.0,rua baguassu,64.0,2,1,agua rasa
425000.0,rua natal,58.0,3,1,agua rasa
500000.0,rua teresina,63.0,3,1,agua rasa
400000.0,avenida vila ema,61.0,3,1,agua rasa
1100000.0,rua piracununga,142.0,4,3,agua rasa
419064.43,avenida vila ema,61.0,3,1,agua rasa
600000.0,rua analia franco,70.0,1,1,agua rasa
980000.0,rua doutor goulart penteado,134.0,3,3,agua rasa
630000.0,rua analia franco,71.0,2,1,agua rasa
650000.0,rua analia franco,70.0,1,1,agua rasa
750000.0,rua marechal barbacena,108.0,3,2,agua rasa
615000.0,rua do oratorio,82.0,3,2,agua rasa
1100000.0,rua analia franco,,5,4,agua rasa
750000.0,rua marechal barbacena,114.0,4,3,agua rasa
676000.0,rua pantojo,109.0,3,1,agua rasa
580000.0,rua do oratorio,79.0,3,1,agua rasa
589700.0,rua natal,69.0,3,1,agua rasa
672300.0,rua arariba,112.0,3,2,agua rasa
1200000.0,rua campo largo,130.0,3,3,agua rasa
780000.0,rua antonio padua de oliveira,140.0,3,3,agua rasa
640000.0,rua campo largo,86.0,3,2,agua rasa
790000.0,rua miragem,135.0,3,2,agua rasa
480000.0,rua silva coutinho,86.0,2,1,agua rasa
950000.0,avenida montemagno,98.0,2,2,agua rasa
405000.0,rua batuns,82.0,3,1,agua rasa
432000.0,rua barao do serro largo,90.0,1,1,agua rasa
490000.0,rua piracununga,63.0,2,1,agua rasa
578393.51,rua guarei,73.0,3,1,agua rasa
340000.0,rua atalaia velha,68.0,2,1,agua rasa
390000.0,rua piracununga,49.0,2,2,agua rasa
567539.44,rua porto alegre,81.0,3,1,agua rasa
285000.0,rua rui martins,45.0,2,1,agua rasa
450000.0,rua jaboticabal,55.0,2,1,agua rasa
432000.0,rua barao do serro largo,90.0,3,1,agua rasa
1200000.0,rua bento goncalves,141.0,3,3,agua rasa
360000.0,rua jaboticabal,50.0,2,1,agua rasa
860000.0,rua pantojo,81.0,2,2,agua rasa
553000.0,rua campo largo,79.0,2,1,agua rasa
370000.0,rua barao de penedo,62.0,2,1,agua rasa
858600.0,rua analia franco,160.0,4,3,agua rasa
439999.0,rua baguassu,64.0,2,1,agua rasa
350000.0,rua porto alegre,65.0,2,0,agua rasa
315000.0,rua doutor jose higino,76.0,2,0,agua rasa
380000.0,rua barretos,110.0,2,0,agua rasa
690000.0,rua pantojo,82.0,3,2,agua rasa
900000.0,rua doutor goulart penteado,126.0,3,3,agua rasa
594000.0,rua miragem,78.0,3,2,agua rasa
650000.0,avenida vila ema,72.0,2,1,agua rasa
770000.0,rua doutor goulart penteado,130.0,3,3,agua rasa
595000.0,rua joao bizarro da nave,105.0,3,1,agua rasa
490000.0,rua sebastiao barbosa,77.0,3,1,agua rasa
390000.0,rua manaus,81.0,2,1,agua rasa
510000.0,rua porto alegre,56.0,2,2,agua rasa
360400.0,rua natal,58.0,3,1,agua rasa
660000.0,rua pantojo,90.0,3,2,agua rasa
1300000.0,praca ituzaingo,,3,3,agua rasa
710000.0,rua bom jesus,140.0,3,2,agua rasa
700000.0,rua pantojo,110.0,3,2,agua rasa
510000.0,rua corumbaiba,68.0,2,2,agua rasa
900000.0,rua cuiaba,92.0,3,2,agua rasa
750000.0,rua campo largo,82.0,3,2,agua rasa
570000.0,rua pantojo,90.0,3,2,agua rasa
600000.0,rua valentim magalhaes,72.0,3,2,agua rasa
800000.0,rua pantojo,150.0,3,2,agua rasa
530000.0,rua piracununga,56.0,2,2,agua rasa
,praca ituzaingo,,5,5,agua rasa
380000.0,rua cachoeri,75.0,2,2,agua rasa
550000.0,rua demetrio ribeiro,97.0,3,1,agua rasa
800000.0,rua bom jesus,140.0,3,2,agua rasa
835000.0,rua darnilo martins pereira,94.0,3,2,agua rasa
1200000.0,rua teresina,115.0,3,2,agua rasa
430000.0,rua marius,81.0,3,1,agua rasa
490000.0,avenida vereador abel ferreira,65.0,3,2,agua rasa
670000.0,rua da mooca,76.0,2,2,agua rasa
440000.0,rua caioaba,62.0,2,1,agua rasa
1720000.0,rua jorge americano,157.0,4,3,alto da lapa
632000.0,rua jorge americano,79.0,3,2,alto da lapa
474000.0,avenida diogenes ribeiro de lima,44.0,1,1,alto da lapa
531000.0,rua jorge americano,58.0,2,1,alto da lapa
1350000.0,rua doutor jose elias,148.0,3,3,alto da lapa
758000.0,rua jorge americano,78.0,2,2,alto da lapa
1840000.0,rua mario whately,190.0,3,3,alto da lapa
607200.0,rua mario whately,66.0,3,1,alto da lapa
590000.0,avenida diogenes ribeiro de lima,43.0,1,1,alto da lapa
1450000.0,rua presidente antonio candido,130.0,4,3,alto da lapa
